,a,n,x,y,z,label
7042,0.5,1,"(0.9632473279874054, 1.3094010567979846)",1,0.31783773616137806,train
7043,0.5,1,"(11.184111149569649, 0.271682372024752)",0,0.2766987768806126,train
7044,0.5,1,"(1.875226620005569, 0.5956181387395622)",1,-0.39700462189273145,train
7045,0.5,1,"(-0.7313092832650304, 0.7338722673069573)",0,0.7374857423356327,train
7046,0.5,1,"(-8.41391076309892, -0.5357425515309334)",0,-0.5331423899226062,train
7047,0.5,1,"(-4.806380093549533, -1.253264416790369)",0,-1.2309196623697407,train
7048,0.5,1,"(8.696038251096828, -0.48344072718750064)",0,-0.501212566249601,train
7049,0.5,1,"(0.14657679084968867, 0.9898080056316022)",1,-0.01802392588750701,train
7050,0.5,1,"(-7.6146095427320555, -1.3409402046718457)",0,-1.347367449892556,train
7051,0.5,1,"(12.18067745169956, -1.2705687310622997)",0,-1.2615719944536783,train
7052,0.5,1,"(3.405571333658334, 1.1976911502212042)",1,0.1701863840032043,train
7053,0.5,1,"(4.2994561907972475, 1.0181414264598638)",1,0.01800268482700429,train
7054,0.5,1,"(-2.2067555482590078, 0.7153284827866597)",1,-0.29560744656576654,train
7055,0.5,1,"(-1.2593352284665225, 2.233842509883168)",1,1.2255423931380731,train
7056,0.5,1,"(8.697782547381259, -1.4631098792663)",0,-1.4463071795164673,train
7057,0.5,1,"(-8.893046120704629, -1.3732888022881193)",0,-1.3710253877002079,train
7058,0.5,1,"(-2.559693492392325, -0.09248835446720517)",0,-0.09586930976759367,train
7059,0.5,1,"(3.368442902865919, 0.7608483886349603)",0,0.7401082174082463,train
7060,0.5,1,"(1.4480054250496754, 1.927433873777037)",1,0.9322512237736114,train
7061,0.5,1,"(4.741083030777798, 1.72264299454347)",1,0.7273329413149949,train
7062,0.5,1,"(-10.277123490903573, 2.0934738056793782)",1,1.0998346483787822,train
7063,0.5,1,"(-1.2816346328192625, 0.4411593788297873)",1,-0.5602778657314038,train
7064,0.5,1,"(4.69535873541936, 0.7936301574122255)",1,-0.22018486160342454,train
7065,0.5,1,"(9.791943374756485, 1.8139401002086222)",1,0.8336784898552623,train
7066,0.5,1,"(0.04503895327460872, 1.2532375364638861)",0,1.2448117630640485,train
7067,0.5,1,"(7.0950561119006075, 0.8716322720415307)",1,-0.13676143599116042,train
7068,0.5,1,"(-2.035063953868895, 2.0041437954449743)",1,0.9989911616510165,train
7069,0.5,1,"(0.05957367175617545, 2.7321221873291246)",1,1.7467884579112907,train
7070,0.5,1,"(-0.932851656463386, 0.1289300063045153)",1,-0.8639482177880808,train
7071,0.5,1,"(6.466746466822776, -0.3440754868500087)",1,-1.3531701677677093,train
7072,0.5,1,"(12.052600196770367, 1.8235238686604243)",1,0.8410366227230406,train
7073,0.5,1,"(6.963051596782066, 0.32262200623581294)",0,0.3215501461061152,train
7074,0.5,1,"(8.32989016882959, -1.9231938274790317)",0,-1.9273952660716422,train
7075,0.5,1,"(4.319718679143975, 0.3816435480680987)",0,0.3668357446485174,train
7076,0.5,1,"(0.04830545676082931, 2.5417359978466716)",1,1.53057772346791,train
7077,0.5,1,"(-12.877503721170633, -1.3796531355588941)",0,-1.373482365296393,train
7078,0.5,1,"(-10.254923222681253, -2.4715869177351775)",0,-2.4662264364784785,train
7079,0.5,1,"(-1.4696743074912437, 3.282922308026929)",1,2.2757410036558205,train
7080,0.5,1,"(-15.720138507559827, 2.0758111354372777)",1,1.075375903986003,train
7081,0.5,1,"(-9.71500379369277, 0.9181387202474245)",1,-0.07891382439858197,train
7082,0.5,1,"(-1.760423156585567, 1.8300414721970322)",1,0.8310045088486671,train
7083,0.5,1,"(-6.302208304787892, 1.8844661190234775)",1,0.8805240115281823,train
7084,0.5,1,"(3.288001199753709, 1.8846109123270594)",1,0.8873548263512536,train
7085,0.5,1,"(13.121070417409628, 1.6833940304835955)",1,0.6677826727255913,train
7086,0.5,1,"(-0.408441215530895, 0.342773001040434)",0,0.3451293349336455,train
7087,0.5,1,"(7.246966741360601, 0.11826414869558789)",0,0.11555928188372533,train
7088,0.5,1,"(-0.36689726738914086, 0.5963881555070919)",1,-0.4038288479172337,train
7089,0.5,1,"(-1.0292904951136608, 0.9390758610556753)",1,-0.057085339070279684,train
7090,0.5,1,"(-1.4989988825029075, 1.788493600956493)",1,0.784124984949174,train
7091,0.5,1,"(0.4612354925405161, 2.162213417330597)",1,1.164013325483556,train
7092,0.5,1,"(-14.246367610986093, -1.363476617754456)",0,-1.3754691002878219,train
7093,0.5,1,"(4.884031994004041, -0.7422598333497377)",0,-0.7386776648723921,train
7094,0.5,1,"(-0.04845232573139968, 1.015982792042536)",0,1.0050841746503973,train
7095,0.5,1,"(6.367263449587161, -0.6393147316410788)",0,-0.6442500821123857,train
7096,0.5,1,"(7.364245676946154, 1.2776574770596287)",1,0.27780205865199836,train
7097,0.5,1,"(7.677447710878828, 2.883951877106262)",1,1.8898603978736022,train
7098,0.5,1,"(-5.477832548056083, -1.1287548007182218)",0,-1.137095332779062,train
7099,0.5,1,"(-3.1599994158244558, -1.6757961237170007)",0,-1.6726272427537312,train
7100,0.5,1,"(-10.71546277349834, 2.2294860378897092)",1,1.2194651387385809,train
7101,0.5,1,"(-8.127624715366053, 1.1458981653837421)",0,1.1532620926703627,train
7102,0.5,1,"(-6.539698925458912, -0.4449364559374876)",0,-0.4393127724537491,train
7103,0.5,1,"(-2.9163615664904663, 1.9905161874082153)",1,1.005392146959776,train
7104,0.5,1,"(3.422863927740619, -2.5035110145324064)",0,-2.500137140301946,train
7105,0.5,1,"(5.362237148057887, 1.3926527838336866)",1,0.3911190414789828,train
7106,0.5,1,"(-7.208228698731007, -1.568709993103741)",0,-1.5705321938519194,train
7107,0.5,1,"(8.11864414097256, 2.037581514935177)",1,1.0437242378810199,train
7108,0.5,1,"(12.552392026733225, 1.460910163346671)",1,0.4817590344988887,train
7109,0.5,1,"(8.985185943311498, 0.8880937767418967)",1,-0.13045035436488273,train
7110,0.5,1,"(-13.64177451285047, -0.9386886594037165)",0,-0.952559956931005,train
7111,0.5,1,"(2.990738014617469, -0.020867831366728637)",0,-0.02380024254678431,train
7112,0.5,1,"(14.916758329289939, 0.5147483554506307)",1,-0.46562281566873964,train
7113,0.5,1,"(-4.157409065518541, 0.8066680131017978)",0,0.8018838163318476,train
7114,0.5,1,"(4.858256202426398, 2.335361938490056)",1,1.3362541633200338,train
7115,0.5,1,"(32.19009215802626, 0.8269622859109609)",1,-0.18927770020127543,train
7116,0.5,1,"(-3.854671916307564, -1.5059598244184698)",0,-1.5064939861350988,train
7117,0.5,1,"(1.2108904271390362, 2.2336349939427835)",1,1.2313328405347153,train
7118,0.5,1,"(0.14100397320186708, -2.1637452974158546)",0,-2.1654708295842404,train
7119,0.5,1,"(-4.989340591502014, 1.4980508349583583)",1,0.48406671488311676,train
7120,0.5,1,"(-2.1716932615871616, 0.2715046586898604)",1,-0.7334688317560838,train
7121,0.5,1,"(12.6984732807752, 3.000696269287894)",1,1.9901133143136693,train
7122,0.5,1,"(10.417572797896044, 0.40843373773919944)",0,0.40593120678057426,train
7123,0.5,1,"(-14.605404618235223, 1.1241675763735097)",1,0.12160998449585486,train
7124,0.5,1,"(-9.774396892563649, 1.2229418320193501)",0,1.2120077564382563,train
7125,0.5,1,"(11.330164041572868, 1.8568708445660695)",1,0.8225492706918405,train
7126,0.5,1,"(-6.649082749485908, -0.7284729560994323)",0,-0.7356211381574114,train
7127,0.5,1,"(17.22760705273245, 0.9569260974797393)",0,0.9626625313053732,train
7128,0.5,1,"(-0.8545558906881912, 0.3604603734707039)",1,-0.6351920207866226,train
7129,0.5,1,"(20.25417422823839, 2.0328284204231895)",1,1.0374398520160675,train
7130,0.5,1,"(-12.71882018039185, 1.2584547695507342)",1,0.23303515932226337,train
7131,0.5,1,"(-7.418892107988043, 1.571153379160794)",1,0.5621427861611658,train
7132,0.5,1,"(8.407885208075834, 0.03256951850684053)",0,0.042776591841853895,train
7133,0.5,1,"(-12.078411763060817, -1.9460742229342487)",0,-1.9555788622470593,train
7134,0.5,1,"(-1.7357522750279117, 1.426111135073219)",1,0.40744699462070244,train
7135,0.5,1,"(18.98298225324764, 3.4897071517802893)",1,2.501471275678618,train
7136,0.5,1,"(-16.921955362859748, 1.2628662099987944)",1,0.25180775220668716,train
7137,0.5,1,"(-6.694786706224846, 3.0233176527417363)",1,2.0125842870310695,train
7138,0.5,1,"(-7.194882329155438, 0.9469464446063202)",1,-0.060291041362489084,train
7139,0.5,1,"(-4.967855085038967, -0.9880557251277263)",0,-0.9752669055685101,train
7140,0.5,1,"(-19.991608993733262, -0.8300935916809908)",0,-0.849061661932542,train
7141,0.5,1,"(-0.12109586389659877, 1.543324840786692)",1,0.5498036236420417,train
7142,0.5,1,"(6.170963406300413, 1.0081832503577233)",1,-0.009831763664900128,train
7143,0.5,1,"(9.182567534358874, 0.17155026877374244)",0,0.17235426459151704,train
7144,0.5,1,"(5.113071163774431, -1.7089785743195784)",0,-1.7120258200401464,train
7145,0.5,1,"(-6.095798011634192, 0.558592111910257)",1,-0.4547361817915079,train
7146,0.5,1,"(-4.74506805109681, 0.8363056958600684)",1,-0.15432535563446537,train
7147,0.5,1,"(5.12677279832788, 1.0413458055332998)",1,0.04339551890799809,train
7148,0.5,1,"(-5.402285145123777, 1.3105037020684653)",1,0.32209258273482844,train
7149,0.5,1,"(7.204809972858766, -1.036687208630387)",0,-1.057691957374649,train
7150,0.5,1,"(2.3881671701561595, 1.1714936202590078)",1,0.18027684964603852,train
7151,0.5,1,"(-2.6902434328969083, 1.6724069572913778)",1,0.6676590837053016,train
7152,0.5,1,"(7.573719365525586, 1.3063757147244657)",1,0.2985966913491518,train
7153,0.5,1,"(10.754917177413258, 4.027791732132439)",1,3.049169198212404,train
7154,0.5,1,"(9.23745824364242, 1.9882260125923754)",1,0.9935027633671389,train
7155,0.5,1,"(-3.1303804727096707, -1.0395851258866668)",0,-1.0386640939556808,train
7156,0.5,1,"(-7.69700050507608, 1.443620694012794)",1,0.4448376609064079,train
7157,0.5,1,"(1.074256329384083, 2.1507211540656783)",1,1.1516134562386104,train
7158,0.5,1,"(7.612417330776697, -1.6812921111232124)",0,-1.6676039624918886,train
7159,0.5,1,"(0.09897125070445606, 1.6824308413008808)",1,0.6822919130242309,train
7160,0.5,1,"(-3.573406561559363, 0.5522139503275902)",1,-0.4520041668224446,train
7161,0.5,1,"(5.701832682948698, 0.8445275865639834)",1,-0.14352245052167378,train
7162,0.5,1,"(-21.62693143647234, -0.9504259940994775)",0,-0.9457645454532391,train
7163,0.5,1,"(-4.107450082259706, 0.27225628000092505)",0,0.2732274360879282,train
7164,0.5,1,"(-8.074119062632807, -1.136395910594052)",0,-1.1317804284905755,train
7165,0.5,1,"(-12.102604944523963, 1.880640913764224)",1,0.8784126025801022,train
7166,0.5,1,"(-14.696356444306867, 2.206686877956794)",1,1.1908006233951076,train
7167,0.5,1,"(-10.819970022902334, 1.8508403859021467)",1,0.8537216644225674,train
7168,0.5,1,"(0.32404438974134797, -1.0738435799241393)",0,-1.066288114039955,train
7169,0.5,1,"(-11.93965287078561, -1.1659862755758623)",0,-1.1458235260975567,train
7170,0.5,1,"(-9.24528068692958, -1.0477951925765525)",0,-1.0456349766467863,train
7171,0.5,1,"(-3.636264628990444, -0.5291253569912767)",0,-0.5151180560295595,train
7172,0.5,1,"(5.35092298000089, -1.3255590913011506)",0,-1.3330427041771138,train
7173,0.5,1,"(-3.1863224699188892, 1.5462282115942574)",0,1.5248832815301343,train
7174,0.5,1,"(-11.376446536258875, 2.2992909829136443)",1,1.2954951825264667,train
7175,0.5,1,"(3.093225177329348, 2.0212391391056634)",1,1.0322418270089497,train
7176,0.5,1,"(-1.2290862899470367, -0.29633174178717053)",0,-0.2783133187116456,train
7177,0.5,1,"(-17.83608072222185, -0.21155158799158844)",0,-0.208572145478575,train
7178,0.5,1,"(-14.678061220467896, 3.2288714135220618)",1,2.2354021037556118,train
7179,0.5,1,"(2.0417670064880897, 1.745885021046273)",1,0.7369998518523718,train
7180,0.5,1,"(-4.452370925892028, 2.0855881268547662)",0,2.098475687726949,train
7181,0.5,1,"(-13.124398372661972, -1.5903745772238498)",0,-1.6042807692384913,train
7182,0.5,1,"(6.077557137485442, -0.7513903898147253)",0,-0.7508123496195764,train
7183,0.5,1,"(16.568100295072718, 0.8454833607358405)",1,-0.16943486584340517,train
7184,0.5,1,"(-7.828643792144679, 2.1751371117450264)",1,1.1934551306926773,train
7185,0.5,1,"(6.9917501484501585, -1.5689456360150509)",0,-1.5793083598125373,train
7186,0.5,1,"(11.777530649268655, 0.43110755579546833)",1,-0.5697490607899214,train
7187,0.5,1,"(-7.176200636166369, 0.5600151321512937)",0,0.5463533921065218,train
7188,0.5,1,"(5.074343320452196, -0.10858026377981846)",0,-0.10469378633171378,train
7189,0.5,1,"(1.5537602466253189, -0.06768747287102996)",0,-0.05889779393545097,train
7190,0.5,1,"(-17.35320027268273, -0.24740516802657941)",0,-0.25654894605221285,train
7191,0.5,1,"(-6.491893568173862, -0.049108692746257704)",0,-0.03705758159219702,train
7192,0.5,1,"(21.25534493046315, 0.45471975071565734)",0,0.46589915951607985,train
7193,0.5,1,"(1.0742543017382922, 0.7434133777929388)",1,-0.26419550177712936,train
7194,0.5,1,"(-9.114292331111374, -0.04840977426082498)",0,-0.0467096775131538,train
7195,0.5,1,"(-0.7137082065696612, -1.0942733549638168)",0,-1.0831661541643274,train
7196,0.5,1,"(8.731006887235147, -1.648303567255558)",0,-1.672380491225154,train
7197,0.5,1,"(13.790013320397785, 1.135239709379375)",0,1.1430392619369614,train
7198,0.5,1,"(4.568275666847216, -0.9761221179079826)",0,-0.9752959175959206,train
7199,0.5,1,"(4.305907521560208, 0.6078759918732992)",0,0.608485112234469,train
7200,0.5,1,"(1.318882494546664, -0.49700220060311234)",0,-0.4787103337602415,train
7201,0.5,1,"(-18.656029976162966, 0.6528362286394799)",0,0.641002520717316,train
7202,0.5,1,"(0.418682272501252, 0.15879933776300528)",0,0.14503103919041405,train
7203,0.5,1,"(-1.557295030347726, 3.9460775704754236)",1,2.9375208073272314,train
7204,0.5,1,"(14.353601054758215, 0.3279072570523548)",1,-0.6584122351536434,train
7205,0.5,1,"(4.003345149022426, 1.4158098105745527)",0,1.4062357835632424,train
7206,0.5,1,"(7.420715973031746, -1.9100493115706578)",0,-1.9170888349594433,train
7207,0.5,1,"(-12.149970812847743, -3.1673327808243306)",0,-3.1785329763376793,train
7208,0.5,1,"(0.4256769951586917, 1.6950572535312656)",1,0.7054354453313014,train
7209,0.5,1,"(14.311815477493464, 2.6421586596990636)",1,1.6419407390573082,train
7210,0.5,1,"(-11.745687416725467, 3.4680066970829158)",1,2.464993589252768,train
7211,0.5,1,"(3.5806257358515485, -0.5443762532866971)",0,-0.5575853879953937,train
7212,0.5,1,"(-3.950261779515005, -1.3052547265847416)",0,-1.289822980623903,train
7213,0.5,1,"(12.704049355531858, 1.2668523903519282)",1,0.25382450050686833,train
7214,0.5,1,"(12.95912758788919, 1.9541709060981658)",1,0.9550221051712497,train
7215,0.5,1,"(0.06821638191037138, -2.074743450883992)",0,-2.0796379594887036,train
7216,0.5,1,"(-4.13229476252281, 0.3672978843215243)",0,0.3715616419537603,train
7217,0.5,1,"(-5.581230796320838, 1.1248830787395279)",1,0.11481681429672591,train
7218,0.5,1,"(0.5619500269749452, -0.634657338948742)",0,-0.6360164089788005,train
7219,0.5,1,"(-2.2626813795952163, -0.8201355779818981)",0,-0.8136127902882548,train
7220,0.5,1,"(4.7677896277769545, 1.6975281731394858)",1,0.6872395345802944,train
7221,0.5,1,"(-1.0928901045206594, -0.14670275689207596)",0,-0.1389112185252167,train
7222,0.5,1,"(10.461440083494981, -0.6963256283015968)",0,-0.7007077886616274,train
7223,0.5,1,"(-12.7947943426261, 2.7305051429739673)",1,1.7252812355608589,train
7224,0.5,1,"(-3.8791224268339577, 0.3023260842892551)",0,0.30011811271461075,train
7225,0.5,1,"(-3.503946000436105, 1.476904081411679)",1,0.5033763743200493,train
7226,0.5,1,"(-14.494468217949638, 1.7373011500228956)",1,0.7414932663932952,train
7227,0.5,1,"(-8.015958780453566, -2.1320892261411184)",0,-2.138389458110111,train
7228,0.5,1,"(2.692162915187385, -0.5049306191402554)",1,-1.4959443535695673,train
7229,0.5,1,"(-4.95147701027126, 0.5128626654206874)",1,-0.48594192948779913,train
7230,0.5,1,"(-2.218035606046477, -0.9945292885761917)",0,-0.9989855723555299,train
7231,0.5,1,"(-2.735281792766559, -0.7603959618929946)",0,-0.7476001049345604,train
7232,0.5,1,"(-15.035153251473096, 1.381619847305903)",1,0.3759129093707792,train
7233,0.5,1,"(-0.017392169122722845, 1.6138060339901064)",1,0.6024723320289119,train
7234,0.5,1,"(-1.1164528778516591, 0.5759652238207998)",1,-0.43295420433010434,train
7235,0.5,1,"(-1.3588437956478896, 1.2045964922794237)",1,0.21160019649383344,train
7236,0.5,1,"(-2.0756692326455006, 1.6100759355682195)",1,0.5918328510102429,train
7237,0.5,1,"(4.855911656249571, -0.2981447658189376)",1,-1.295810760990025,train
7238,0.5,1,"(-16.40530064409134, 3.5848436283011)",1,2.581025738574848,train
7239,0.5,1,"(2.6334717188803802, 1.6162525625717965)",1,0.6191357958655549,train
7240,0.5,1,"(-4.4967878999548345, 2.4585316234825068)",1,1.4643244589086672,train
7241,0.5,1,"(-11.607088074323745, 2.3138023084068378)",1,1.3061137900821476,train
7242,0.5,1,"(1.4636321604142895, 1.28551893574248)",1,0.30389199210457707,train
7243,0.5,1,"(14.593409492156583, -0.58610938703367)",0,-0.5893590290146206,train
7244,0.5,1,"(8.77928147883171, -0.9348675369736374)",1,-1.9439884099607854,train
7245,0.5,1,"(-6.349455530447626, -0.10195570321245848)",0,-0.09068676866939063,train
7246,0.5,1,"(19.173133069223294, -1.332304184387584)",0,-1.3364774054947985,train
7247,0.5,1,"(-7.1531272448013095, 1.926001230342237)",1,0.9246509280057936,train
7248,0.5,1,"(9.745952215802713, 1.8177685035894928)",1,0.8231104099723875,train
7249,0.5,1,"(-9.23296289137382, 0.17727031241165755)",0,0.18755683043444038,train
7250,0.5,1,"(6.207176710791649, 0.437748454437534)",0,0.41923154092369386,train
7251,0.5,1,"(-12.750528928754177, 1.1887460586714536)",1,0.18025737460319596,train
7252,0.5,1,"(-3.5793317013712684, 0.7483366365936718)",0,0.7472687574483523,train
7253,0.5,1,"(4.0972286643177815, -2.3692306275425437)",0,-2.352915244272128,train
7254,0.5,1,"(10.682475551374608, 0.40185838960901565)",0,0.3939004262718898,train
7255,0.5,1,"(-9.194851673690096, -0.13185164964014687)",0,-0.12455318678039234,train
7256,0.5,1,"(10.336141434847363, -1.1170558070198622)",0,-1.1286917522625695,train
7257,0.5,1,"(-12.811777854492181, -1.6491575304659567)",0,-1.6296441838993938,train
7258,0.5,1,"(-6.748669378640407, 0.5197761736910507)",1,-0.4732227128566827,train
7259,0.5,1,"(-2.3700631986325433, 0.5760137965430306)",1,-0.4189131640342705,train
7260,0.5,1,"(6.0648077708126555, 2.225227626014114)",1,1.2323737400374284,train
7261,0.5,1,"(3.4469578000661674, -0.5008813213573736)",0,-0.5011673333576162,train
7262,0.5,1,"(3.2282126758970895, 1.640487962394299)",1,0.6348749453843261,train
7263,0.5,1,"(-12.415955588621344, 1.5127816640705005)",0,1.5148587038372336,train
7264,0.5,1,"(-2.179866750311533, 0.7764671108342035)",1,-0.23195083662089566,train
7265,0.5,1,"(8.029516492714343, -2.6810324759014463)",0,-2.693299263007672,train
7266,0.5,1,"(7.003045023964483, 2.105575447735539)",1,1.116493602364752,train
7267,0.5,1,"(7.801230095642132, 1.4976981271469212)",1,0.49906035127475123,train
7268,0.5,1,"(-9.97971362922831, 0.33304251932226614)",0,0.31799648092023614,train
7269,0.5,1,"(3.983014428995641, 2.167258932243577)",1,1.1536878708540432,train
7270,0.5,1,"(-20.054563420394427, -0.10235030215240995)",1,-1.0849429452887,train
7271,0.5,1,"(-25.954023631163842, -0.3351454923761545)",0,-0.3393797931923609,train
7272,0.5,1,"(-3.817745811983037, 1.5534815595717535)",1,0.5578474955214888,train
7273,0.5,1,"(-1.956404644137817, 1.1128587851919118)",0,1.0987622985141337,train
7274,0.5,1,"(-2.628415699166773, 2.516819902107468)",1,1.5249586356043026,train
7275,0.5,1,"(13.80583489770304, -1.174710788462872)",0,-1.1647545342490424,train
7276,0.5,1,"(-7.891193501385273, 0.2774056796024735)",1,-0.7134841270796268,train
7277,0.5,1,"(9.662400815264336, -1.8610686203478135)",0,-1.8595588495992905,train
7278,0.5,1,"(20.795682273119258, 0.3155732410566916)",0,0.31291639573053587,train
7279,0.5,1,"(16.09067691703071, -1.043418169512168)",0,-1.0312301993137445,train
7280,0.5,1,"(3.792111748813983, 1.9719899341047853)",1,0.9800965892478436,train
7281,0.5,1,"(4.779650655069639, -1.8714288384455728)",0,-1.8615143896003017,train
7282,0.5,1,"(-1.2634100154377716, 1.8880475184310546)",1,0.8748567367926188,train
7283,0.5,1,"(-10.948258105753581, 1.9625977603854476)",1,0.9451433074754101,train
7284,0.5,1,"(-4.270918341367855, 1.7643228428838185)",1,0.7810537040479715,train
7285,0.5,1,"(-4.69818865154523, 2.6680210790581893)",1,1.663995330033149,train
7286,0.5,1,"(-10.863186773153215, -0.8422140095934434)",0,-0.8404696765152706,train
7287,0.5,1,"(18.254970108128592, -0.44319978849114516)",0,-0.44561641285731024,train
7288,0.5,1,"(-17.9718863102228, 0.5852266795942698)",1,-0.4004844292300742,train
7289,0.5,1,"(4.910985711943227, -0.4045183697498361)",0,-0.40553072999002404,train
7290,0.5,1,"(6.038144431055837, 2.977705858738086)",1,1.9743380440755627,train
7291,0.5,1,"(-17.756778799482213, -0.6512135506303758)",0,-0.6609916306744787,train
7292,0.5,1,"(-0.46234664224539634, 1.652536666537044)",1,0.6801896204285531,train
7293,0.5,1,"(11.372870237179301, 0.36612862107407956)",0,0.36852640662653313,train
7294,0.5,1,"(5.417070800752242, 1.724157134310579)",1,0.7375911326625071,train
7295,0.5,1,"(-8.00596034065906, -0.4731529291681306)",0,-0.468947181915312,train
7296,0.5,1,"(2.5448875333029184, 1.705134084826034)",1,0.7008307639761184,train
7297,0.5,1,"(10.258329907645177, -0.32384210367975325)",0,-0.3236372560620988,train
7298,0.5,1,"(-16.238084899404445, 0.8938256786220387)",1,-0.11020004202452205,train
7299,0.5,1,"(5.750706184331818, 0.3504705980337787)",1,-0.651279755351835,train
7300,0.5,1,"(0.06875228091903829, -0.7796044674171678)",0,-0.7882416331287586,train
7301,0.5,1,"(6.094162340861115, 1.0435443708571785)",1,0.0451497011044279,train
7302,0.5,1,"(4.063597126134035, -0.1574490315161498)",0,-0.15763573862694247,train
7303,0.5,1,"(-7.9803581288943395, 2.9928476188385997)",1,1.9839996453242021,train
7304,0.5,1,"(5.735391525294307, 2.4668717401295313)",1,1.4681108422512112,train
7305,0.5,1,"(-1.1528339684543556, -0.589818360156951)",0,-0.597393706349898,train
7306,0.5,1,"(12.685358333649837, -1.201467155381026)",0,-1.2032186198428905,train
7307,0.5,1,"(8.722930328618894, -0.45347074904265344)",0,-0.4506894098123615,train
7308,0.5,1,"(-7.491430561214856, 1.6088089456433063)",1,0.6070058051285089,train
7309,0.5,1,"(8.820468513619694, 0.357430871198026)",1,-0.6500760442501385,train
7310,0.5,1,"(-9.565968191721229, 2.970673597411937)",1,1.9519263689730888,train
7311,0.5,1,"(14.09872501037105, -0.37525937629864503)",0,-0.3867367283519178,train
7312,0.5,1,"(6.455791463602999, -1.7541213779596831)",0,-1.7472062956715084,train
7313,0.5,1,"(-9.128963710453384, 2.390996734044723)",1,1.402984568883142,train
7314,0.5,1,"(-2.9485361318845547, 2.5918999116543753)",1,1.6023218734932598,train
7315,0.5,1,"(8.04068581618072, 1.077164232297984)",1,0.0948863924514774,train
7316,0.5,1,"(-2.5275468237327816, 1.2870960564719676)",1,0.30561339718511005,train
7317,0.5,1,"(-15.97977989461157, 1.3337291734639023)",1,0.3322494141261193,train
7318,0.5,1,"(-0.05182964864396855, 1.2977746436744728)",1,0.2953122821114521,train
7319,0.5,1,"(-1.9474537316227716, 0.9892696431183553)",1,-0.01757347185019198,train
7320,0.5,1,"(1.7979951007107768, 2.659233207965711)",1,1.6534699019425467,train
7321,0.5,1,"(3.306578257170697, -0.7487793364228517)",0,-0.7339220626832319,train
7322,0.5,1,"(1.970647901116084, 0.021299125946309574)",0,0.027913806682278497,train
7323,0.5,1,"(7.348043005331665, -0.3635227953532507)",0,-0.36958192750121677,train
7324,0.5,1,"(2.678054742618612, 1.9906970967687028)",1,0.9905991886172371,train
7325,0.5,1,"(16.17711712100431, 2.2781819828392993)",1,1.283039446063139,train
7326,0.5,1,"(9.927427349666237, 1.2977573814512557)",0,1.2975044284368413,train
7327,0.5,1,"(3.98454345626699, 2.3950600473776125)",1,1.404236359790213,train
7328,0.5,1,"(11.626203594371097, 1.9669283081603735)",1,0.9747020134750454,train
7329,0.5,1,"(-1.3756105399774985, 1.4457491820714337)",0,1.4452459620500013,train
7330,0.5,1,"(-0.25739792053274835, 1.0575304786108877)",0,1.0655683596622683,train
7331,0.5,1,"(-4.6961942402583725, -0.8145073878293672)",0,-0.8245661781586939,train
7332,0.5,1,"(0.011700701099058408, 0.6848715453365368)",1,-0.315590218019034,train
7333,0.5,1,"(13.280655184030444, -0.593768668874272)",0,-0.6039684799903402,train
7334,0.5,1,"(-9.626165344141317, -0.4975726668701721)",0,-0.5146116160538513,train
7335,0.5,1,"(0.14348091218831738, 0.5550976319205315)",1,-0.4426042832179171,train
7336,0.5,1,"(-11.10579084875111, -0.745190462023469)",0,-0.7366282287426035,train
7337,0.5,1,"(-10.705098104197772, 1.3476094814292938)",0,1.3361298306686602,train
7338,0.5,1,"(-9.872196461671521, -0.5430654103529402)",0,-0.538376404416908,train
7339,0.5,1,"(1.6119388926146399, 1.178160818801064)",0,1.1757879357659609,train
7340,0.5,1,"(17.025519419555987, 2.173470716278328)",1,1.1661288632510507,train
7341,0.5,1,"(-5.856475899880477, 4.098252065822089)",1,3.0893389422410973,train
7342,0.5,1,"(-2.481491056152032, 1.764073590347401)",1,0.774755048710993,train
7343,0.5,1,"(-4.529217177671256, 0.2906910696533265)",0,0.3025223440015625,train
7344,0.5,1,"(-8.98369552069606, -0.8718673867520718)",0,-0.8887329951486522,train
7345,0.5,1,"(6.522612448737062, 3.140151630399671)",1,2.142135387714143,train
7346,0.5,1,"(2.1113547227658316, -0.4279491907229242)",0,-0.43231141886482427,train
7347,0.5,1,"(-2.375495578092618, 0.04052617310008781)",0,0.02944134439496271,train
7348,0.5,1,"(-9.222749038086908, -0.7676700115016517)",0,-0.7566651719723598,train
7349,0.5,1,"(9.272168561087216, 0.36542633713752887)",0,0.3822992009642102,train
7350,0.5,1,"(-22.544377920386104, 1.7701619846420509)",1,0.7954580667806248,train
7351,0.5,1,"(-1.2990387328557202, 0.418524719232117)",1,-0.5661957545192193,train
7352,0.5,1,"(11.332926141852475, 1.3111624275010276)",1,0.31548955317722527,train
7353,0.5,1,"(5.159138355981804, -1.1170847877620858)",0,-1.1194696266692319,train
7354,0.5,1,"(-2.82936453108707, 1.8358495995607222)",1,0.8436495084221409,train
7355,0.5,1,"(-8.482983770703814, 1.0200625324732373)",1,0.03177686880936298,train
7356,0.5,1,"(-6.340291505554584, 1.5590249796074753)",1,0.5679998052516897,train
7357,0.5,1,"(-5.089019128958434, 0.6746659183851429)",1,-0.3334091114109954,train
7358,0.5,1,"(2.934483091786672, 0.8690307725167687)",0,0.8857840083060733,train
7359,0.5,1,"(13.192393980926191, 0.7282046537075484)",1,-0.2787157827457837,train
